cluster_0	7omm_D_NA_A
cluster_1978	6war_B_NA_A 6war_D_NA_C 6war_F_NA_E 6war_H_NA_G 6war_J_NA_I 6war_L_NA_K 6war_N_NA_M 6war_P_NA_O
cluster_1979	6ysq_C_NA_A 6ysq_D_NA_B
cluster_1980	7aqz_C_NA_B
cluster_1981	7e6u_B_NA_A 7e6u_D_NA_C
cluster_1982	7e8c_H_L_A 7e8c_S_U_C 7e8c_T_V_B 7e8f_H_L_A 7v23_O_P_A 7v23_Q_R_B 7v23_S_T_C 7v24_H_L_A
cluster_1983	7lqw_H_L_C
cluster_1984	7mdw_B_NA_R 7me7_B_NA_R
cluster_1985	7o06_A_NA_C 7o06_B_NA_D
cluster_1986	7oap_A_NA_E 7oaq_A_NA_E 7zfb_M_NA_E 7zfb_N_NA_F 7zfc_M_NA_E 7zfe_W_NA_A 7zfe_X_NA_B 7zfe_Y_NA_C 7zfe_Z_NA_E 7zxu_A_NA_E 8bh5_C_NA_E
cluster_1987	7p60_G_NA_B 7p60_H_NA_D 7p60_I_NA_F
cluster_1988	7pnq_D_F_B 7pnq_H_L_A 7pnq_X_Y_C 7po5_H_L_A 7po5_X_F_C 7po5_Z_D_B
cluster_1989	7pqg_B_NA_A
cluster_1990	7rai_H_L_A 7rai_I_M_C 7rai_J_N_E
cluster_1991	7rq6_D_E_B 7rq6_H_L_A 7rq6_J_K_C
cluster_1992	7ru5_D_E_B 7ru5_H_L_A 7ru8_H_L_C
cluster_1993	7sp6_B_NA_A 7sp7_B_NA_A 7sp8_B_NA_A 7sp9_B_NA_A 7spa_B_NA_A
cluster_1994	6nf5_G_I_D 6nf5_K_N_B 6nf5_Q_R_M 6nfc_J_M_G 7t74_I_J_B 7t74_K_G_D 7t9a_J_K_F 7t9a_M_N_B 7t9b_J_K_F 7t9b_M_N_B 7t9b_O_P_D 8f92_C_D_I 8f92_J_M_B 8f92_K_N_G 8sw4_E_F_I 8sw4_J_M_B 8sw4_K_N_G 8t49_C_D_G 8t49_J_M_I 8t49_K_N_B 8t4b_C_D_I 8t4b_J_M_B 8t4b_K_N_G 8t4d_C_D_G 8t4d_J_M_I 8t4d_K_N_B 8t4l_C_D_I 8t4l_J_M_B 8t4l_K_N_G 8vfv_C_D_F
cluster_1995	7tjq_A_B_C 7tjq_D_E_G 7tjq_H_L_F
cluster_1996	7usv_C_NA_A 7usv_D_NA_B
cluster_1997	7whz_B_D_A 7wi0_B_D_A
cluster_1998	7wog_A_B_C
cluster_1999	7x2m_B_NA_E
cluster_2000	7x8w_H_L_A
cluster_2001	7zlk_M_N_F
cluster_2002	7zmn_C_NA_A 7zmn_K_NA_B 7zmo_C_NA_B 7zmo_K_NA_A 7zmp_C_NA_A 7zmp_K_NA_B 7zmq_C_NA_B 7zmq_K_NA_A 7zmr_C_NA_B 7zmr_K_NA_A 7zms_K_NA_A 7zmt_C_NA_A 7zmt_K_NA_B 7zmv_E_NA_D 7zmv_F_NA_B 7zmv_G_NA_A 7zmv_K_NA_C
cluster_2003	8cwv_B_NA_A
cluster_2004	8cyb_D_NA_A
cluster_2005	8kfa_D_F_B 8kfa_E_G_C 8kfa_H_L_A
cluster_2006	1kxt_B_NA_A 1kxt_D_NA_C 1kxt_F_NA_E
cluster_2007	1rjc_A_NA_B
cluster_2008	3jbf_7_NA_3
cluster_2009	3p9w_B_NA_A 3p9w_D_NA_C 3p9w_F_NA_E 3p9w_H_NA_G
cluster_2010	3qsk_B_NA_A
cluster_2011	4grw_H_NA_B 4grw_I_NA_D 5mzv_D_NA_A
cluster_2012	4nbx_B_NA_A 4nby_B_NA_A 4nby_C_NA_A 4nc1_C_NA_A 4nc1_D_NA_B
cluster_2013	4uu9_A_B_C 4uu9_H_L_D
cluster_2014	5bop_A_NA_B 5bop_C_NA_D
cluster_2015	5boz_G_NA_A 5boz_H_NA_B 5boz_I_NA_C 5boz_J_NA_D 5boz_K_NA_E 5boz_L_NA_F
cluster_2016	5f1k_C_NA_A 5f1k_D_NA_B
cluster_2017	5f7l_B_NA_A 5f7l_D_NA_C
cluster_2018	5ivn_A_NA_B
cluster_2019	5ja9_A_NA_C 5ja9_B_NA_D
cluster_2020	5m30_D_NA_B 5m30_E_NA_A 5m30_F_NA_C 5mwn_D_NA_B 5mwn_E_NA_A 5mwn_F_NA_C
cluster_2021	5nqw_C_NA_B 5nqw_D_NA_A
cluster_2022	6h02_B_NA_A
cluster_2023	6h15_C_NA_A 6h15_D_NA_B
cluster_2024	6hhu_H_NA_A 6qx4_D_NA_A 6qx4_H_NA_B
cluster_2025	6ir1_B_NA_A 7sak_B_NA_A
cluster_2026	6n4y_E_NA_B 6n4y_F_NA_A 6n4y_G_NA_D 6n4y_H_NA_C 6n50_E_NA_A 6n51_C_NA_A 6n51_D_NA_B 7dge_C_NA_A 7dge_D_NA_B
cluster_2027	6qgx_B_NA_A
cluster_2028	6r7t_A_NA_B
cluster_2029	6vug_D_C_B
cluster_2030	6z1v_B_NA_A
cluster_2031	6zrv_B_NA_A
cluster_2032	7df1_F_J_C 7df1_G_K_D 7df1_H_L_D
cluster_2033	7dq7_H_L_B 7x3c_F_E_B
cluster_2034	7dx4_H_L_E
cluster_2035	7k7y_C_NA_B 7k7y_D_NA_A 7k7y_F_NA_E 7k7y_H_NA_G
cluster_2036	3w11_C_D_E 3w12_C_D_E 3w13_C_D_E 4oga_C_D_E 5j3h_C_D_E 6vep_C_D_E 6vep_I_J_K 6vep_O_P_Q 6vep_U_V_W 6veq_C_D_E 6veq_I_J_K 7kd6_C_D_E 7kd6_I_J_K 7kd6_O_P_Q 7kd6_U_V_W
cluster_2037	7l58_H_L_B
cluster_2038	7lk4_B_A_R 7lk4_D_C_S 7lk4_F_E_P 7lk4_H_G_Q
cluster_2039	7lrt_F_G_B 7lrt_H_L_A
cluster_2040	7lvw_G_NA_A 7lvw_H_NA_E 7lvw_I_NA_D 7lvw_J_NA_B 7lvw_K_NA_F 7lvw_L_NA_C
cluster_2041	7lx5_A_NA_B
cluster_2042	7m6e_D_C_E 7m6e_F_G_B 7m6e_H_L_A
cluster_2043	7mej_B_NA_R
cluster_2044	7n0r_C_NA_A 7n0r_D_NA_B
cluster_2045	7nqa_C_NA_B 7nqa_D_NA_A
cluster_2046	7nqk_B_NA_A 9bir_B_NA_A
cluster_2047	7nx0_D_NA_C 7nx0_E_NA_B
cluster_2048	7p40_C_D_E 7p40_F_B_A 7p40_I_H_G 7phg_H_L_A
cluster_2049	7qbe_E_NA_A 7qbe_F_NA_C
cluster_2050	7t17_F_G_A 7t17_J_K_C
cluster_2051	7tfn_H_L_A 7tfn_I_J_B 7tfn_P_Q_C
cluster_2052	7tz5_H_N_C 7tz5_I_L_A 7tz5_J_M_B
cluster_2053	7uby_C_NA_A 7uby_D_NA_B
cluster_2054	7vfa_D_NA_E
cluster_2055	7wea_G_I_B 7web_G_I_D 7web_H_L_B 7wec_G_J_B 7wec_H_L_A 7wec_I_K_C 7wed_H_L_E
cluster_2056	7whz_H_L_A 7wi0_H_L_A
cluster_2057	7wwl_H_L_C 7wwl_I_M_B 7wwl_J_N_A
cluster_2058	7xmz_D_E_A 7xmz_G_I_B 7xmz_H_L_C 7xst_F_G_A 7xst_J_K_B 7xst_N_O_C
cluster_2059	7y0w_A_B_R
cluster_2060	7z3a_G_I_F 7z3a_M_O_B
cluster_2061	7zra_E_NA_C 7zra_F_NA_D 7zra_G_NA_A 7zra_H_NA_B
cluster_2062	8dad_H_L_B
cluster_2063	8dt3_H_L_C
cluster_2064	8dxs_F_NA_C 8dxs_G_NA_B 8dxs_H_L_A
cluster_2065	8ew6_V_NA_W
cluster_2066	8gz5_B_NA_A
cluster_2067	8owt_A_NA_B 8owt_D_NA_E
cluster_2068	8sw4_H_L_B
cluster_2069	1a14_H_L_N 1nma_H_L_N 1nmb_H_L_N 1nmc_B_C_A 1nmc_H_L_N
cluster_2070	1oaz_H_L_A 1oaz_J_N_B
cluster_2071	1mvu_B_A_P 2ap2_B_A_P 2ap2_D_C_Q
cluster_2072	2bse_D_NA_B 2bse_E_NA_A 2bse_F_NA_C 2wzp_D_NA_B 2wzp_E_NA_A 2wzp_F_NA_C 2wzp_J_NA_H 2wzp_K_NA_G 2wzp_L_NA_I
cluster_2073	1op9_A_NA_B 3eba_A_NA_B
cluster_2074	4cdg_C_NA_A 4cdg_D_NA_B
cluster_2075	4hem_F_NA_C 4hem_G_NA_A
cluster_2076	4lgr_B_NA_A
cluster_2077	4nc2_B_NA_A
cluster_2078	4yga_B_NA_A 4yga_D_NA_C 4yga_F_NA_E 4yga_H_NA_G
cluster_2079	5lwf_C_NA_A 5lwf_D_NA_B
cluster_2080	5tjw_K_NA_A
cluster_2081	5vak_B_NA_A 5van_B_NA_A 5vaq_B_NA_A
cluster_2082	6h3u_H_L_B 6h3u_I_M_A
cluster_2083	6kz0_B_C_A 6kz0_E_F_D 6kz0_H_I_G 6kz0_K_L_J
cluster_2084	6mlm_E_I_A 6mlm_F_G_B 6mlm_K_L_H
cluster_2085	6mxt_N_NA_A
cluster_2086	6o3c_B_NA_A
cluster_2087	6orq_D_E_B 6orq_H_L_G 6orq_J_K_I
cluster_2088	6pzw_F_E_C 6pzw_H_L_A 6pzw_J_G_B 6pzw_K_I_D
cluster_2089	6qgw_B_NA_A
cluster_2090	6qgy_B_NA_A 6qgy_D_NA_C
cluster_2091	6s8d_H_L_A 6s8d_P_O_C 6s8d_Y_U_E
cluster_2092	6s8j_H_L_A 6s8j_P_O_C 6s8j_Y_U_E
cluster_2093	6xey_F_G_B 6xey_H_L_A 6xey_J_K_C
cluster_2094	6xw4_C_NA_A 6xw4_D_NA_B
cluster_2095	6yu8_B_NA_A
cluster_2096	6ze1_B_NA_A
cluster_2097	7e3b_B_C_A
cluster_2098	7k43_C_D_B 7k43_F_G_E 7k43_H_L_A 7lxy_E_D_A 7lxy_F_C_B 7lxy_M_K_J 7lxz_E_D_A 7lxz_F_C_B 7lxz_M_L_K 7ly2_E_D_A 7ly2_F_C_B 7ly2_M_K_J 7n8h_E_D_A 7n8h_H_G_F 7n8h_M_L_K 7so9_E_D_A 7so9_H_G_F 7so9_M_L_K 8dlw_C_D_B 8dlw_F_G_E 8dlw_H_L_A
cluster_2099	7k45_H_L_B 7k4n_C_D_B 7k4n_F_G_E 7k4n_H_L_A 7r6x_C_D_R
cluster_2100	7k84_B_NA_A
cluster_2101	7kbb_H_L_D
cluster_2102	7kew_G_J_A 7kew_H_K_B 7kew_I_L_C
cluster_2103	7l2e_G_J_B 7l2e_H_L_A 7l2e_I_K_C
cluster_2104	7l6v_C_NA_A
cluster_2105	7m8l_M_P_D 7m8l_N_Q_E 7m8l_O_R_F
cluster_2106	7oan_F_NA_A 7oan_G_NA_B 7oan_H_NA_C 7oao_F_NA_E 7oau_B_NA_A 7oau_F_NA_E
cluster_2107	7olz_B_NA_A
cluster_2108	7ozt_A_NA_B
cluster_2109	7pa5_B_NA_A
cluster_2110	7php_N_NA_A
cluster_2111	7q9j_E_F_B 7q9j_H_L_A 7q9j_J_K_C
cluster_2112	7lpn_D_NA_C 7lpn_H_NA_G 7lpn_I_NA_F 7ri1_B_NA_A
cluster_2113	7sht_H_L_B 7sht_J_K_D 7shu_C_D_A 7shu_E_F_B
cluster_2114	7sl9_B_NA_A
cluster_2115	7t3m_D_L_A 7t3m_H_J_G 7t3m_I_K_C
cluster_2116	7tfo_H_L_A 7tfo_I_J_B 7tfo_P_Q_C
cluster_2117	7the_B_C_A 7tht_H_L_C 7tht_a_c_S 7tht_d_b_V
cluster_2118	7u9g_G_D_B 7u9g_H_E_C 7u9g_I_F_A
cluster_2119	7uz9_H_L_A 7uz9_M_N_B 7uz9_P_Q_C
cluster_2120	7whz_C_E_A 7wi0_C_E_A
cluster_2121	7x7o_E_F_C 7x7o_G_I_A 7x7o_H_L_B 7x7o_J_K_D
cluster_2122	7xh8_B_C_A
cluster_2123	7zkz_C_NA_A
cluster_2124	8a95_R_O_A 8a95_S_P_B 8a95_T_Q_C
cluster_2125	8csj_D_E_B 8csj_F_G_C 8csj_H_L_A
cluster_2126	8cwu_B_NA_A
cluster_2127	8cxq_D_NA_A 8cxq_E_NA_B 8cxq_F_NA_C
cluster_2128	8emy_G_NA_A 8emy_H_NA_C 8emy_I_NA_F 8emy_J_NA_B 8emy_K_NA_D 8emy_L_NA_E
cluster_2129	8t60_B_NA_A
cluster_2130	1kxv_C_NA_A 1kxv_D_NA_B
cluster_2131	1qfw_I_M_B
cluster_2132	2p4a_B_NA_A 2p4a_D_NA_C
cluster_2133	2uud_H_L_S 2uud_J_K_T
cluster_2134	3p0g_B_NA_A 6h7j_C_NA_A 6h7j_D_NA_B 6ibl_C_NA_A 6ibl_D_NA_B
cluster_2135	3zkq_D_NA_A 3zks_D_NA_A 3zkx_B_NA_A 3zlq_C_NA_A 3zlq_D_NA_B 4bel_D_NA_A 4bel_E_NA_B 4bfb_D_NA_A 4bfb_E_NA_B 6jsz_D_NA_A 7d5b_D_NA_A 7d5u_D_NA_A 7f1g_D_NA_A 7n4n_D_NA_A
cluster_2136	4c58_B_NA_A 4c59_B_NA_A 4y8d_C_NA_A 4y8d_D_NA_B
cluster_2137	4mqs_B_NA_A 4mqt_B_NA_A
cluster_2138	4wem_B_NA_A
cluster_2139	4wen_B_NA_A
cluster_2140	4weu_D_NA_B 4weu_E_NA_A
cluster_2141	4x7c_C_NA_A 4x7c_D_NA_B 4x7d_D_NA_A 4x7e_C_NA_A 4x7e_D_NA_B 5o04_C_NA_A 5o04_D_NA_B
cluster_2142	4y5v_A_B_C 4y5v_D_E_F 4y5v_G_H_I
cluster_2143	4yqx_H_L_A 4yqx_N_O_M
cluster_2144	4z0x_B_A_C
cluster_2145	5hvg_B_NA_A 5hvg_D_NA_C 5hvh_B_NA_A
cluster_2146	5kel_C_D_A 5kel_J_N_E 5kel_M_O_F 5kem_D_E_A 5kem_I_J_F 5ken_J_I_E 5ken_Q_P_K
cluster_2147	5kem_B_C_A 5kem_G_H_F
cluster_2148	5m2i_G_NA_B 5m2i_H_NA_A 5m2i_I_NA_C 5m2i_J_NA_E 5m2i_K_NA_D 5m2i_L_NA_F
cluster_2149	5ukb_a_NA_A 5ukb_b_NA_B 5ukb_c_NA_C 5ukb_d_NA_D 5ukb_e_NA_E
cluster_2150	6dbf_B_NA_A 6dbg_C_NA_B 6u12_B_NA_A
cluster_2151	6gjq_B_NA_A 6gjq_D_NA_C 6gjq_F_NA_E 6gjq_H_NA_G
cluster_2152	6gwn_C_NA_A 6gwp_C_NA_A 7aqg_C_NA_A
cluster_2153	6h71_C_NA_A 6h71_D_NA_B 6h72_C_NA_A 6h72_D_NA_B
cluster_2154	6i2g_A_NA_B
cluster_2155	6nn3_H_L_A
cluster_2156	6obo_C_NA_A 6obo_D_NA_B
cluster_2157	6ocd_B_NA_A 6ocd_D_NA_C
cluster_2158	6raf_C_NA_B 6rag_C_NA_B 6rah_C_NA_B 6rai_C_NA_B 6raj_C_NA_B 6rak_C_NA_B 6ral_C_NA_B 6ram_C_NA_B 6ran_C_NA_B
cluster_2159	6tej_C_NA_B
cluster_2160	6tyl_D_NA_A 6tyl_I_NA_F 6ukt_D_NA_A
cluster_2161	6vbg_C_NA_A 6vbg_D_NA_B
cluster_2162	6x06_K_NA_A
cluster_2163	6y9b_H_L_C 6y9b_I_M_A 6y9b_J_N_B
cluster_2164	7aej_D_NA_A
cluster_2165	7cec_H_I_B
cluster_2166	7k9j_H_L_A 7k9j_I_M_B 7k9j_J_N_C 7k9k_H_L_A
cluster_2167	7kex_G_J_A 7kex_H_K_B 7kex_I_L_C
cluster_2168	7lbe_F_E_A 7lbf_F_E_A 7lbg_F_E_A 7t4q_J_K_A 7t4r_G_H_B 7t4r_P_Q_K 7t4s_J_K_A
cluster_2169	7lkf_H_L_A 7lkh_H_L_A
cluster_2170	7luc_D_E_C 7luc_F_G_A 7luc_H_I_B
cluster_2171	7lxw_H_L_A 7lxy_G_I_B 7lxy_H_L_A 7lxy_N_O_J
cluster_2172	7m1h_E_NA_A
cluster_2173	7m1h_F_NA_A
cluster_2174	7n4m_H_L_A
cluster_2175	7n8h_C_B_A 7n8h_J_I_F 7n8h_O_N_K 7n8i_H_L_A 7so9_C_B_A 7so9_J_I_F 7so9_O_N_K 7soa_H_L_A 7sob_C_B_A 7sob_F_E_D 7sob_M_L_K 7sod_H_L_A 7tlz_B_A_J 7tm0_E_D_C 7tm0_G_F_B 7tm0_I_H_A 8vye_B_C_K 8vye_F_G_E 8vye_P_Q_O 8vyf_B_C_A
cluster_2176	7phq_E_NA_D 7phq_N_NA_B 7pij_N_NA_B
cluster_2177	7pnm_G_D_B 7pnm_H_L_A 7pnm_I_E_C
cluster_2178	7q3r_G_NA_A
cluster_2179	7qia_B_NA_A 7qic_B_NA_A 7qji_B_NA_A 7qji_G_NA_E 7qjj_B_NA_A 7qjj_G_NA_E
cluster_2180	7qvk_B_NA_A
cluster_2181	7r8m_D_E_C 7r8m_H_L_B
cluster_2182	7rr0_B_C_A
cluster_2183	7sq1_A_I_G 7sq1_H_L_E
cluster_2184	7ubx_C_NA_B 7ubx_D_NA_A
cluster_2185	7unz_A_NA_D 7unz_C_NA_B
cluster_2186	7ur4_F_G_B 7ur4_H_L_C 7ur4_I_J_A
cluster_2187	7wch_D_E_A 7wch_H_L_B 7wch_M_N_G 7wck_A_B_R
cluster_2188	7wop_B_b_A 7woq_D_d_B 7wor_D_d_B 7wor_F_f_C 7wos_D_d_B 7wos_F_f_C 7wou_D_d_B 7wou_F_f_C 7wov_D_d_A 7wov_F_f_B 7wov_H_h_C 7wow_D_d_A 7wow_F_f_B 7wow_H_h_C 7wow_M_m_J 7wow_O_o_K 7wow_Q_q_L
cluster_2189	7x7t_H_L_G 7x7u_H_L_G 7x7v_H_L_E
cluster_2190	7ykj_A_D_C
cluster_2191	7zk1_C_NA_A 7zkw_C_NA_A 7zkw_D_NA_B
cluster_2192	8cw9_C_D_A 8cw9_H_L_F 8cw9_I_K_E
cluster_2193	8cy7_D_NA_A 8cy7_E_NA_B 8cy7_F_NA_C
cluster_2194	8cy9_D_NA_A 8cy9_E_NA_B 8cy9_F_NA_C
cluster_2195	8cyd_D_NA_B 8cyd_E_NA_C 8cyd_F_NA_A
cluster_2196	8de6_B_I_G
cluster_2197	8en6_C_NA_A 8en6_D_NA_B
cluster_2198	8yro_B_C_P 8yro_E_F_A 8yro_H_L_D
cluster_2199	1kxq_E_NA_D 1kxq_F_NA_C 1kxq_G_NA_B 1kxq_H_NA_A
cluster_2200	3ezj_B_NA_A 3ezj_D_NA_C 3ezj_F_NA_E 3ezj_H_NA_G
cluster_2201	3jbd_7_NA_3
cluster_2202	3k81_A_NA_D 3k81_B_NA_C
cluster_2203	4lde_B_NA_A 4ldl_B_NA_A 4ldo_B_NA_A 4qkx_B_NA_A 6h7l_C_NA_A 6h7l_D_NA_B 6h7m_C_NA_A 6h7m_D_NA_B 6h7n_C_NA_A 6h7n_D_NA_B 6h7o_C_NA_A 6h7o_D_NA_B 6n48_B_NA_A 7bts_B_NA_A 7bu6_B_NA_A 7bu7_B_NA_A
cluster_2204	4lhj_B_NA_A
cluster_2205	4pou_B_NA_A
cluster_2206	4uif_G_H_A 4uif_I_J_E 4uif_K_L_C 4uih_D_E_A 4uih_F_G_C 5a1z_G_H_A 5a1z_I_J_E 5a1z_K_L_C
cluster_2207	5kel_H_L_B 5kel_P_T_G 5kel_Q_U_I
cluster_2208	5m94_B_NA_A 5m94_D_NA_C 5m95_B_NA_A 5m95_D_NA_C
cluster_2209	5usf_C_NA_B 5usf_D_NA_A
cluster_2210	5vnw_C_NA_B 5vnw_D_NA_A
cluster_2211	5xj4_H_L_A
cluster_2212	6gju_C_NA_A
cluster_2213	6ivz_H_L_A 6iw0_H_L_A 6iw2_B_C_A 6iw2_E_F_D 6iw2_H_I_G 6iw2_K_L_J 6iw2_N_O_M 6iw2_Q_R_P
cluster_2214	6j11_D_E_C 6j11_F_G_B 6j11_H_L_A
cluster_2215	6j5d_H_L_A 6j5f_H_L_A 6j5g_H_L_A
cluster_2216	6niu_F_G_B 6niu_H_L_Z 6niu_I_J_A 6niu_M_N_E
cluster_2217	6pzz_F_E_B 6pzz_H_L_A 6pzz_I_G_C 6pzz_K_J_D
cluster_2218	6s0y_A_NA_C 6s0y_B_NA_D
cluster_2219	6sc5_B_NA_A 6sc5_C_NA_A 6sc6_B_NA_A 6sc6_C_NA_A 6sc7_B_NA_A 6sc7_C_NA_A 6sc8_B_NA_A 6sc8_C_NA_A 6sc9_B_NA_A 6sc9_C_NA_A
cluster_2220	6tys_C_D_B 6tys_F_G_E 6tys_H_L_A
cluster_2221	6vo0_G_J_C 6vo0_H_L_A 6vo0_I_K_D
cluster_2222	6x05_K_NA_A
cluster_2223	6xw5_C_NA_A 6xw5_D_NA_B
cluster_2224	6xzu_A_NA_B
cluster_2225	6z20_B_NA_A 6z20_D_NA_C
cluster_2226	6zbv_B_NA_A 6zpl_E_NA_B 6zpl_F_NA_A
cluster_2227	7a48_A_NA_B
cluster_2228	7a4d_A_NA_E 7a4d_B_NA_F 7a4d_G_NA_K 7a4d_H_NA_L
cluster_2229	7akd_D_E_C 7akd_H_L_B 7akj_E_D_B 7akj_G_F_C 7akj_H_L_A
cluster_2230	7cn2_G_g_E 7cn2_H_L_D 7cn2_I_i_F 7cn2_J_j_B 7cn2_K_k_C 7cn2_M_m_A
cluster_2231	7cwl_G_J_B 7cwl_H_L_A 7cwl_I_K_C 7cwm_G_J_B 7cwm_H_L_A 7cwm_I_K_C 7cwn_G_F_A 7cwn_K_I_B 7cwn_L_J_C 7cwo_H_L_A 7cwu_H_L_B 7cwu_M_R_C 7cwu_O_S_A 7e5r_I_K_C 7e5r_M_U_A 7e5r_T_V_B 7e5s_I_K_B 7e5s_J_T_C
cluster_2232	7cws_L_C_Q 7cws_N_K_O 7cws_P_M_R 7cwt_L_H_A 7cwt_N_K_B 7cwt_P_M_C 7cwu_J_F_A 7cwu_N_G_B 7cwu_P_I_C 7d4g_N_G_B 7e5r_P_Q_A 7e5r_W_R_B 7e5r_X_S_C 7e5s_P_N_A 7e5s_U_Q_B 7e5s_V_S_C
cluster_2233	7dwt_H_L_A 7dwu_H_L_A
cluster_2234	7eh5_D_O_A 7eh5_E_P_B 7eh5_F_Q_C
cluster_2235	7eh5_H_L_A 7eh5_I_M_B 7eh5_J_N_C 7ej5_H_L_A 7ej5_I_M_B 7ej5_J_N_C 7f63_H_L_A
cluster_2236	7ey5_B_C_A
cluster_2237	7ezv_M_N_A
cluster_2238	7f5h_C_NA_A 7f5h_D_NA_B
cluster_2239	3v0a_C_NA_A 7l6v_E_NA_A 7m1h_C_NA_A
cluster_2240	7m8j_H_L_A
cluster_2241	7mem_G_J_C 7mem_H_L_E 7mem_I_K_F 7t3d_C_D_A 7t3d_J_M_E 7t3d_K_N_F
cluster_2242	7my2_A_NA_B 7my2_D_NA_C 7my2_H_NA_E
cluster_2243	7my3_D_NA_B 7my3_E_NA_A 7my3_H_NA_C
cluster_2244	7nfr_B_NA_A
cluster_2245	7nft_C_NA_A 7nft_D_NA_B
cluster_2246	7p2d_C_NA_A
cluster_2247	7p5w_G_NA_A 7p5w_H_NA_B 7p5w_I_NA_C 7p5w_J_NA_D 7p5w_K_NA_E 7p5w_L_NA_F
cluster_2248	7p5y_G_NA_A 7p5y_H_NA_B 7p5y_I_NA_C 7p5y_J_NA_D 7p5y_K_NA_E 7p5y_L_NA_F
cluster_2249	7r40_D_F_B 7r40_E_G_C 7r40_H_L_A
cluster_2250	7r4q_D_NA_A 7r4q_E_NA_B
cluster_2251	7r8o_H_L_B 7r8o_M_N_E 7r8o_O_P_A
cluster_2252	7sj0_B_L_A
cluster_2253	7t01_H_L_A
cluster_2254	7tas_H_L_E 7tat_D_E_B 7tat_F_G_C 7tat_H_L_A
cluster_2255	7tl0_D_E_A 7tl0_F_G_B 7tl0_H_I_C
cluster_2256	7uhz_H_L_A 7uhz_I_M_B 7uhz_J_N_C
cluster_2257	7ui0_H_L_A 7ui0_I_M_B 7ui0_J_N_C
cluster_2258	7uz4_H_L_A 7uz4_M_N_B 7uz4_P_Q_C
cluster_2259	7uz5_H_L_A
cluster_2260	7v2a_E_D_A 7v2a_G_F_B 7v2a_I_H_C
cluster_2261	7vyt_B_C_A 7vyt_H_L_T
cluster_2262	7we9_C_L_B 7we9_H_J_A 7we9_I_K_F 7wef_C_L_E
cluster_2263	7wtf_G_J_C 7wtf_H_L_B 7wtf_I_K_D 7wtg_H_L_E
cluster_2264	7wwm_H_L_A 7wwm_I_M_B 7wwm_J_N_C
cluster_2265	7x8z_H_L_A
cluster_2266	7x91_H_L_A
cluster_2267	7zlk_H_L_D 7zlk_O_P_A 7zlk_Q_R_C
cluster_2268	8cy6_D_NA_A 8cy6_E_NA_B 8cy6_F_NA_C
cluster_2269	8dam_B_NA_A
cluster_2270	1i8i_B_A_C 1i8k_B_A_C
cluster_2271	1ar1_C_D_B 1qle_H_L_B 3ehb_C_D_B 3hb3_C_D_B
cluster_2272	1qnz_H_L_P
cluster_2273	1zv5_A_NA_L
cluster_2274	3j8v_F_J_D 3j8v_G_K_C 3j8v_H_L_E
cluster_2275	3k7u_A_NA_C
cluster_2276	4pgj_A_NA_B 4u3x_A_NA_B
cluster_2277	4ybq_D_C_B 4ybq_F_E_A
cluster_2278	5g5r_B_NA_A 5g5x_B_NA_A
cluster_2279	5jqh_C_NA_A 5jqh_D_NA_B 8w1v_D_NA_A 8w1v_F_NA_B
cluster_2280	5l21_B_NA_A
cluster_2281	5uoe_H_L_A 5uoe_M_N_B 5uoe_P_Q_C 5uoe_S_T_D 5uoe_V_W_E
cluster_2282	5vxj_B_NA_A 5vxj_D_NA_C 5vxj_F_NA_E 5vxj_H_NA_G 5vxj_J_NA_I
cluster_2283	5w9h_B_C_A 5w9h_E_F_D 5w9h_H_I_G 5w9i_C_D_A 5w9i_G_H_E 5w9i_K_L_I 5w9j_B_C_A 5w9j_E_F_D 5w9j_H_I_G 5w9k_B_C_A 5w9k_E_F_D 5w9k_H_I_G 5w9l_E_F_D 5w9l_H_I_G 5w9m_B_C_A 5w9m_H_I_G 5w9n_B_C_A 5w9n_E_F_D 5w9o_B_C_A 5w9o_E_F_D 5w9o_H_I_G 5w9p_D_E_B 5w9p_F_G_J 5w9p_K_L_H
cluster_2284	5xs7_H_L_A
cluster_2285	5xwd_H_D_A
cluster_2286	6fe4_F_NA_A 6fe4_G_NA_B 6fe4_H_NA_C 6fe4_I_NA_D 6fe4_J_NA_E
cluster_2287	6h16_B_NA_A
cluster_2288	6hhu_G_NA_A
cluster_2289	6j71_B_b_A
cluster_2290	6lgw_A_B_E 6lgw_C_D_F
cluster_2291	6lz2_B_NA_A 6lz2_D_NA_C
cluster_2292	6obc_B_NA_A
cluster_2293	6osv_H_L_K
cluster_2294	6p62_C_D_B 6p62_F_G_E 6p62_H_L_A
cluster_2295	6pcu_C_B_A 6pcu_F_E_D 6pcu_I_H_G
cluster_2296	6qx4_C_NA_A 6qx4_E_NA_B
cluster_2297	6u51_A_NA_D 6u51_C_NA_B 6u52_A_NA_B 6u52_C_NA_D
cluster_2298	6x98_F_E_C 6x98_H_L_A 6x98_K_J_G
cluster_2299	7c8v_A_NA_B
cluster_2300	7cwt_E_D_A 7cwt_G_F_B 7cwt_I_J_C 7cyh_E_D_A 7cyp_E_D_A 7cyp_G_F_B 7cyp_I_H_C 7e5s_R_O_A
cluster_2301	7dv4_B_NA_A 7dv4_D_NA_C 7dv4_F_NA_E 7dv4_H_NA_G
cluster_2302	7ej4_H_L_A 7ej4_I_M_B 7ej4_J_N_C 7f62_H_L_A
